Taxon	Mnemonic	Scientific name
1457256		Neotoma mexicana distincta
316110		Neotoma mexicana mexicana
316111		Neotoma mexicana scopulorum
1453882		Neotoma mexicana tenicauda
105150	NEOMI	Neotoma micropus
1454020		Neotoma nelsoni
2652948		Neotoma phenax
316115		Neotoma picta
1444285		Neotoma sp. 25308
164611		Neotoma stephensi
337963		Neotominae
230080		Neotomodon
230081	NEOAS	Neotomodon alstoni
506887		Neotomodon alstoni alstoni
931252		Neotomodon sp. JBL-2010
1007657		Neotomys
1007658		Neotomys ebriosus
66441		Neotragus
1088033		Neotragus batesi
66442	NEOMO	Neotragus moschatus
66445		Neotragus moschatus livingstonianus
66446		Neotragus moschatus zuluensis
1027985		Neotragus pygmaeus
452645		Neovison
1002249		Neovison environmental sample
452646	NEOVI	Neovison vison
1284774		Neovison vison x Mustela lutreola
530177		Nephelomys
530178	NEPAB	Nephelomys albigularis
1734924		Nephelomys devius
511843		Nephelomys keaysi
1157042		Nephelomys levipes
2053721		Nephelomys moerex
2053725		Nephelomys sp. FMNH 219795
2053726		Nephelomys sp. MEPN 12133
2315953		Nesiotites
2315958		Nesiotites hidalgo
2583310		Nesogale
2583311		Nesogale dobsoni
2583312		Nesogale talazaci
51372		Nesokia
51373		Nesokia indica
104113		Nesolagus
104114		Nesolagus netscheri
104120		Nesolagus sp. WCSLAO0035
104121		Nesolagus sp. WCSLAO0036
104122		Nesolagus sp. WCSLAO0050
235651		Nesolagus timminsi
337673		Nesomyidae
52801		Nesomyinae
52811		Nesomys
107267	NESAU	Nesomys audeberti
52812		Nesomys rufus
89123		Nesoryzomys
89124		Nesoryzomys fernandinae
2028558		Nesoryzomys indefessus
218805		Nesoryzomys narboroughi
218800		Nesoryzomys swarthi
182676		Neurotrichus
182677	NEUGI	Neurotrichus gibbsii
548545		Neusticomys
1939644		Neusticomys ferreirai
548546		Neusticomys monticolus
1932378		Neusticomys oyapocki
2419855		Neusticomys peruviensis
2768132		Neusticomys peruviensis peruviensis
1003880		Neusticomys sp. BOLD:AAI3081
1354218		Neusticomys sp. JDH-2013
1812819		Neusticomys vossi
32552		Ningaui
32553	NINRI	Ningaui ridei
1985250		Ningaui sp. PLANIMW851
60702	NINTI	Ningaui timealeyi
32554	NINYV	Ningaui yvonnae
2448839		Niumbaha
2448840		Niumbaha superba
69082		Niviventer
425032		Niviventer andersoni
1925725		Niviventer andersoni ailaoshanensis
1925726		Niviventer andersoni pianmaensis
1925727		Niviventer brahma
2801481		Niviventer bukit
1003224		Niviventer cf. confucianus ABRVN168-06
1003225		Niviventer cf. confucianus BOLD:AAA2718
248811	NINCN	Niviventer confucianus
1925729		Niviventer confucianus chihliensis
1925730		Niviventer confucianus deqinensis
1925728		Niviventer confucianus mentosus
1925731		Niviventer confucianus naoniuensis
1925733		Niviventer confucianus yajiangensis
1925734		Niviventer confucianus yushuensis
357352		Niviventer coninga
69083	NIVCR	Niviventer cremoriventer
332666	NIVCU	Niviventer culturatus
425033		Niviventer eha
1925735		Niviventer eha ninus
349709	NIVEX	Niviventer excelsior
2773612		Niviventer fengi
83774	NIVFU	Niviventer fulvescens
2026214		Niviventer gladiusmaculus
1383893		Niviventer hinpoon
979565		Niviventer huang
2716765		Niviventer lepturus
1925736		Niviventer lotipes
2773613		Niviventer mekongis
83757		Niviventer niviventer
349710		Niviventer rapit
1925732		Niviventer sacer
1571109		Niviventer sp.
1772167		Niviventer sp. 1 DG-2015
1439716		Niviventer sp. 1 LL-2013
858498		Niviventer sp. 1 MP-2010
858499		Niviventer sp. 2 MP-2010
1926540		Niviventer sp. 3 BZ-2016
1926541		Niviventer sp. 4 BZ-2016
1926542		Niviventer sp. 5 BZ-2016
1003216		Niviventer sp. ABBM157-05
1003215		Niviventer sp. ABBM166-05
1003219		Niviventer sp. ABBM177-05
1494610		Niviventer sp. AEB-2014
1003213		Niviventer sp. BM248-03
1003212		Niviventer sp. BM250-03
1003220		Niviventer sp. BOLD:AAA2718
1003218		Niviventer sp. BOLD:AAA2719
1003222		Niviventer sp. BOLD:AAA8157
1003217		Niviventer sp. BOLD:AAB2209
1003214		Niviventer sp. BOLD:AAD7937
1003221		Niviventer sp. BOLD:AAE2315
1488248		Niviventer sp. LL-2014a
1002001		Niviventer sp. LLL-2011
946209		Niviventer tenaster
94958		Noctilio
2491863		Noctilio albiventer
94962	NOCAL	Noctilio albiventris
409040		Noctilio albiventris PS1
409042		Noctilio albiventris PS2
94963	NOCLE	Noctilio leporinus
94957		Noctilionidae
325165		Nomascus
1616038		Nomascus annamensis
2170374		Nomascus cf. leucogenys SSH-2018
29089	NOMCO	Nomascus concolor
716684		Nomascus concolor concolor
423450		Nomascus concolor furvogaster
423449		Nomascus concolor jingdongensis
716685		Nomascus concolor lu
61852	NOMGA	Nomascus gabriellae
2170372		Nomascus gabriellae x Nomascus siki
693984		Nomascus hainanus
61853	NOMLE	Nomascus leucogenys
2170373		Nomascus leucogenys x Nomascus siki
327374		Nomascus nasutus
9586		Nomascus siki
1960649		Notamacropus
651581		Notamacropus dorsalis
1960664		Notamacropus eugenii derbianus
1960642		Notamacropus eugenii eugenii
88868		Notamacropus rufogriseus banksianus
88869		Notamacropus rufogriseus rufogriseus
136415		Nothrotheriops
136416	NOTSH	Nothrotheriops shastensis
29118		Notiomys
29119	NOTED	Notiomys edwardsii
234933		Notiosorex
234934	NOTCC	Notiosorex cockrumi
268773	NOTCR	Notiosorex crawfordi
2716167		Notiosorex sp. n. IC-2020
1141636		Notocitellus
99829	NOTAD	Notocitellus adocetus
99831	NOTAU	Notocitellus annulatus
184395		Notomys
184396	NOTAL	Notomys alexis
442588		Notomys aquilo
442589		Notomys cervinus
337224		Notomys fuscus
442590		Notomys mitchellii
58077		Notopteris
58078	NOTMA	Notopteris macdonaldi
38610		Notoryctemorphia
37887		Notoryctes
203824	NOTCA	Notoryctes caurinus
37699	NOTTY	Notoryctes typhlops
30662		Notoryctidae
1563120		Notoungulata
51299		Nyctalus
187010		Nyctalus aviator
297253		Nyctalus azoreum
59464	NYCLS	Nyctalus lasiopterus
59465	NYCLE	Nyctalus leisleri
402030		Nyctalus leisleri verrucosus
51300	NYCNO	Nyctalus noctula
375553		Nyctalus plancyi
187011	NYCPV	Nyctalus plancyi velutinus
867862		Nyctalus sp. A JLE-2010
34879		Nyctereutes
34880	NYCPR	Nyctereutes procyonoides
945042		Nyctereutes procyonoides albus
132609		Nyctereutes procyonoides koreensis
192959	NYCPP	Nyctereutes procyonoides procyonoides
476259		Nyctereutes procyonoides viverrinus
59447		Nycteridae
59466		Nycteris
249028		Nycteris arge
2596769		Nycteris arge complex sp. 1 TD-2019
2596770		Nycteris arge complex sp. 2 TD-2019
2596765		Nycteris cf. hispida/aurita TD-2019
2448878		Nycteris cf. nana DMR-2017
2596766		Nycteris cf. thebaica 1 TD-2019
2596767		Nycteris cf. thebaica 2 TD-2019
2596768		Nycteris cf. thebaica 3 TD-2019
178896		Nycteris grandis
270766		Nycteris hispida
2603853		Nycteris hispida/aurita complex sp. TD-2019
302404		Nycteris javanica
175523		Nycteris macrotis
2596771		Nycteris macrotis complex sp. 1 TD-2019
2596772		Nycteris macrotis complex sp. 2 TD-2019
2596773		Nycteris macrotis complex sp. 3 TD-2019
2596774		Nycteris nana complex sp. 1 TD-2019
2596775		Nycteris nana complex sp. 2 TD-2019
2448879		Nycteris sp. DMR-2017
59467	NYCTH	Nycteris thebaica
2603854		Nycteris thebaica complex sp. 1 TD-2019
2603855		Nycteris thebaica complex sp. 2 TD-2019
2596776		Nycteris thebaica complex sp. 3 TD-2019
2596777		Nycteris thebaica complex sp. 4 TD-2019
2596778		Nycteris thebaica complex sp. 5 TD-2019
2596779		Nycteris thebaica complex sp. 6 TD-2019
479723		Nycteris tragata
9469		Nycticebus
261741	NYCBE	Nycticebus bengalensis
9470	NYCCO	Nycticebus coucang
310933		Nycticebus coucang coucang
2020906		Nycticebus coucang insularis
310934		Nycticebus javanicus
310932		Nycticebus menagensis
101278	NYCPY	Nycticebus pygmaeus
108082		Nycticebus sp.
59468		Nycticeinops
2778574		Nycticeinops cf. crassulus TD-2020
2778573		Nycticeinops cf. schlieffeni TD-2020
2778562		Nycticeinops grandidieri
2608642		Nycticeinops happoldorum
153288		Nycticeinops schlieffeni
27669		Nycticeius
27670	NYCHU	Nycticeius humeralis
290565		Nyctiellus
290566		Nyctiellus lepidus
48987		Nyctimene
270783	NYCAE	Nyctimene aello
48988	NYCAL	Nyctimene albiventer
1538293		Nyctimene albiventer papuanus
170209	NYCCE	Nyctimene cephalotes
170210	NYCCR	Nyctimene certans
77240	NYCMA	Nyctimene major
2703643		Nyctimene rabori
58079	NYCRO	Nyctimene robinsoni
2721791		Nyctimene sp. MZB-32262
170211	NYCVZ	Nyctimene vizcaccia
27625		Nyctinomops
27626	NYCAU	Nyctinomops aurispinosus
258865		Nyctinomops femorosaccus
27627	NYCLA	Nyctinomops laticaudatus
124753	NYCMC	Nyctinomops macrotis
56226		Nyctomys
56227	NYCSU	Nyctomys sumichrasti
1195667		Nyctomys sumichrasti colimensis
1167882		Nyctomys sumichrasti decolorus
1195669		Nyctomys sumichrasti florencei
1195668		Nyctomys sumichrasti salvini
1195671		Nyctomys sumichrasti sumichrasti
59470		Nyctophilus
270777	NYCAR	Nyctophilus arnhemensis
2720893		Nyctophilus bifax
2720894		Nyctophilus corbeni
2720895		Nyctophilus daedalus
258945		Nyctophilus geoffroyi
59471		Nyctophilus gouldi
2720897		Nyctophilus sp. h AGK-2020
9977		Ochotona
2691960		Ochotona aff. curzoniae/nubrica 10.13_Han046
2691961		Ochotona aff. curzoniae/nubrica 10.14_Han049
2691963		Ochotona aff. curzoniae/nubrica 10.2_Tan4
2691962		Ochotona aff. curzoniae/nubrica 10.30_38
2691964		Ochotona aff. curzoniae/nubrica 10.4
2691967		Ochotona aff. curzoniae/nubrica 11.26_Lb3333P8
2691966		Ochotona aff. curzoniae/nubrica L5Chu4396
2691965		Ochotona aff. curzoniae/nubrica L6Chu44O4
2691969		Ochotona aff. nubrica/curzoniae 11.24_Lb3233P2
2691968		Ochotona aff. nubrica/curzoniae 11.8_Js2866
130819	OCHAL	Ochotona alpina
886582		Ochotona alpina scorodumovi
1881634		Ochotona argentata
174883		Ochotona brookei
221159		Ochotona brookei calloceps
130821	OCHCA	Ochotona cansus
130822		Ochotona cansus cansus
130823		Ochotona cansus morosa
130824		Ochotona cansus stevensi
2704120		Ochotona cf. curzoniae/nubrica 10.12_Han042
134600	OCHCO	Ochotona collaris
462300		Ochotona coreana
130825	OCHCU	Ochotona curzoniae
1091058		Ochotona curzoniae melanostoma
130827	OCHDA	Ochotona dauurica
130820	OCHDE	Ochotona dauurica annectens
130828		Ochotona dauurica bedfordi
130829		Ochotona dauurica dauurica
130830	OCHER	Ochotona erythrotis
130831	OCHFO	Ochotona forresti
1790028		Ochotona gaoligongensis
174885		Ochotona gloveri
130832	OCHHI	Ochotona himalayana
869451		Ochotona hoffmanni
130833	OCHHU	Ochotona huangensis
221156		Ochotona huangensis xunhuaensis
2610841		Ochotona huanglongensis
130834	OCHHY	Ochotona hyperborea
221160	OCHIL	Ochotona iliensis
130835	OCHKO	Ochotona koslowi
130836	OCHLA	Ochotona ladacensis
130837	OCHMA	Ochotona macrotis
2026898		Ochotona macrotis gomchee
221155		Ochotona macrotis macrotis
364256		Ochotona mantchurica
192642		Ochotona muliensis
1790025		Ochotona nigritia
130838	OCHNB	Ochotona nubrica
221158		Ochotona nubrica lama
221157		Ochotona nubrica lhasaensis
130839	OCHPA	Ochotona pallasi
130840		Ochotona pallasi helanshanensis
1881635		Ochotona pallasi opaca
197773		Ochotona pallasi pricei
130841		Ochotona pallasi sunidica
9978	OCHPR	Ochotona princeps
2219210		Ochotona princeps princeps
2219211		Ochotona princeps saxatilis
228609	OCHPU	Ochotona pusilla
130842	OCHRO	Ochotona roylei
42346	OCHRU	Ochotona rufescens
174884		Ochotona rutila
1748106		Ochotona sikimaria
1868627		Ochotona sp.
1920291		Ochotona sp. 1 NPK-2016
1920292		Ochotona sp. 2 NPK-2016
1920293		Ochotona sp. 3 NPK-2016
1378068		Ochotona sp. QF-2013
671854		Ochotona sp. SSNB-2009a
1790046		Ochotona sp. WJ-2016a
1790047		Ochotona sp. WJ-2016b
1790048		Ochotona sp. WJ-2016c
1790049		Ochotona sp. WJ-2016d
1790050		Ochotona sp. WJ-2016e
1790054		Ochotona sp. WJ-2016f
1450748		Ochotona sp. WL127_2006
2609448		Ochotona sp. XZ13027
1920288		Ochotona syrinx
130843	OCHTI	Ochotona thibetana
1091059		Ochotona thibetana nangqenica
1790040		Ochotona thibetana sacraria
1091060		Ochotona thibetana thibetana
130844	OCHTH	Ochotona thomasi
364258		Ochotona turuchanensis
9976		Ochotonidae
56228		Ochrotomys
56229	OCHNU	Ochrotomys nuttalli
1392784		Ochrotomys nuttalli aureolus
10159		Octodon
183515		Octodon bridgesi
10160	OCTDE	Octodon degus
53279		Octodon lunatus
1897792		Octodon pacificus
169034		Octodon sp.
475773		Octodon sp. MVZ 184961
475774		Octodon sp. MVZ 184962
10158		Octodontidae
170739		Octodontomys
170740	OCTGL	Octodontomys gliroides
135582		Octomys
135583		Octomys mimax
9705		Odobenidae
9706		Odobenus
9707		Odobenus rosmarus
9708	ODORO	Odobenus rosmarus divergens
560599		Odobenus rosmarus laptevi
62698	ODORR	Odobenus rosmarus rosmarus
9881		Odocoileinae
9871		Odocoileus
9872	ODOHE	Odocoileus hemionus
598490		Odocoileus hemionus californicus
9873		Odocoileus hemionus columbianus
9876		Odocoileus hemionus crooki
598488		Odocoileus hemionus eremicus
598493		Odocoileus hemionus fuliginatus
9877		Odocoileus hemionus hemionus
598491		Odocoileus hemionus inyoensis
598489		Odocoileus hemionus peninsulae
598492		Odocoileus hemionus sheldoni
9878		Odocoileus hemionus sitkensis
1380314		Odocoileus pandora
39410		Odocoileus sp.
9874	ODOVR	Odocoileus virginianus
1684765		Odocoileus virginianus cariacou
1844112		Odocoileus virginianus clavium
1797092		Odocoileus virginianus couesi
1844113		Odocoileus virginianus curassavicus
9879		Odocoileus virginianus dakotensis
1655426		Odocoileus virginianus leucurus
1655425		Odocoileus virginianus ochrourus
9880		Odocoileus virginianus texanus
2567843		Odocoileus virginianus veraecrucis
9875	ODOVI	Odocoileus virginianus virginianus
2759971		Odocoileus virginianus x Odocoileus hemionus
9722		Odontoceti
48010		Oecomys
1579015		Oecomys aff. roberti RGR-2014
200943		Oecomys auyantepui
48011	OECBI	Oecomys bicolor
218844		Oecomys catherinae
1660244		Oecomys cf. bicolor RGR-2015
1868303		Oecomys cf. mamorae
1932379		Oecomys cf. rex AK-2017
1003881		Oecomys cf. rex BOLD:AAD7215
1660245		Oecomys cf. Roberti RGR-2015
863426		Oecomys cleberi
218817		Oecomys concolor
2135401		Oecomys franciscorum
218820		Oecomys mamorae
200944		Oecomys paricola
2382073		Oecomys phaeotis
202792		Oecomys rex
48012	OECRO	Oecomys roberti
200942		Oecomys rutilus
1437471		Oecomys sp.
1002704		Oecomys sp. AVB-2011
1003882		Oecomys sp. BOLD:AAD5395
1003883		Oecomys sp. BOLD:AAD5396
1554458		Oecomys sp. CMV-2014
1868320		Oecomys sp. JSB-2016a
48014		Oecomys sp. JUR 354
184199		Oecomys sp. LBCE_1924
184456		Oecomys sp. LBCE_1941
2419856		Oecomys sp. MUSM 11013
2419857		Oecomys sp. MUSM 16001
2419858		Oecomys sp. MUSM 43189
997495		Oecomys sp. RGR-2011
1497440		Oecomys sp. RVP-2014
48013		Oecomys superans
1868304		Oecomys sydandersoni
2213112		Oecomys tapajinus
48015		Oecomys trinitatis
332667		Oenomys
332668	OENHY	Oenomys hypoxanthus
86972		Okapia
86973	OKAJO	Okapia johnstoni
1400527		Olallamys
1400528		Olallamys albicauda
29120		Oligoryzomys
2590972		Oligoryzomys aff. andinus NH-2019
2591168		Oligoryzomys aff. microtis MN76192
2591170		Oligoryzomys aff. microtis MN76194
2591156		Oligoryzomys aff. microtis MN76197
2591164		Oligoryzomys aff. microtis MN76200
2591163		Oligoryzomys aff. microtis MN76203
2591151		Oligoryzomys aff. microtis MN76205
2591171		Oligoryzomys aff. microtis MN76206
2591154		Oligoryzomys aff. microtis MN76207
2591160		Oligoryzomys aff. microtis MN76209
2591159		Oligoryzomys aff. microtis MN76210
2591169		Oligoryzomys aff. microtis MN76212
2591150		Oligoryzomys aff. microtis MN76213
2591172		Oligoryzomys aff. microtis MN76216
2591161		Oligoryzomys aff. microtis MN76217
2591165		Oligoryzomys aff. microtis MN76223
2591166		Oligoryzomys aff. microtis MN76224
2591149		Oligoryzomys aff. microtis MN76226
2591155		Oligoryzomys aff. microtis MN76227
2591152		Oligoryzomys aff. microtis MN76229
2591157		Oligoryzomys aff. microtis MN76925
2591158		Oligoryzomys aff. microtis MN76926
2590973		Oligoryzomys aff. nigripes NH-2019
37014		Oligoryzomys andinus
2590970		Oligoryzomys arenalis
1258730		Oligoryzomys brendae
37015		Oligoryzomys chacoensis
2590971		Oligoryzomys costaricensis
414450		Oligoryzomys delticola
320430		Oligoryzomys destructor
2259375		Oligoryzomys destructor destructor
2053722		Oligoryzomys destructor spodiurus
492279		Oligoryzomys eliurus
218824		Oligoryzomys flavescens
220337		Oligoryzomys fornesi
218825		Oligoryzomys fulvescens
137207	OLILO	Oligoryzomys longicaudatus
241151		Oligoryzomys longicaudatus pampanus
1392785		Oligoryzomys longicaudatus philippii
241152		Oligoryzomys magellanicus
2034202		Oligoryzomys mattogrossae
398452		Oligoryzomys messorius
48008		Oligoryzomys microtis
398451		Oligoryzomys moojeni
37017		Oligoryzomys nigripes
2044889		Oligoryzomys occidentalis
1132651		Oligoryzomys rupestris
37019		Oligoryzomys sp.
492277		Oligoryzomys sp. 1 MIC210
492278		Oligoryzomys sp. 2 MIC203
492276		Oligoryzomys sp. B MUSA2625
2597257		Oligoryzomys sp. CIT 683
1929942		Oligoryzomys sp. ERS-2016
752758		Oligoryzomys sp. LLM-2010a
398439		Oligoryzomys sp. MN37756
2591167		Oligoryzomys sp. MNLM1559
2053027		Oligoryzomys sp. n. MW-2017
863431		Oligoryzomys sp. RR-2010a
1244562		Oligoryzomys sp. RT-2012
2723032		Oligoryzomys sp. UV13585
2723031		Oligoryzomys sp. UV14527
2723033		Oligoryzomys sp. UV14992
218826		Oligoryzomys stramineus
1132650		Oligoryzomys utiaritensis
37018		Oligoryzomys vegetus
207341		Ommatophoca
207342	OMMRO	Ommatophoca rossii
10059		Ondatra
10060	ONDZI	Ondatra zibethicus
65625		Onychogalea
114227	ONCFR	Onychogalea fraenata
65626	ONYUN	Onychogalea unguifera
38667		Onychomys
38679	ONYAR	Onychomys arenicola
38668	ONYLE	Onychomys leucogaster
38674	ONYTO	Onychomys torridus
48746		Orcaella
48747	ORCBR	Orcaella brevirostris
682059		Orcaella heinsohni
9732		Orcinus
9733	ORCOR	Orcinus orca
34872		Oreamnos
34873	OREAM	Oreamnos americanus
665113		Oreamnos harringtoni
498354		Oreoryzomys
498355		Oreoryzomys balneator
66443		Oreotragus
66444	OREOR	Oreotragus oreotragus
2776189		Orientallactaga
1652691		Orientallactaga balikunica
2776190		Orientallactaga balikunica complex sp. 1 JJC-2020
2776191		Orientallactaga balikunica complex sp. 2 JJC-2020
2776192		Orientallactaga balikunica complex sp. 3 JJC-2020
1041416		Orientallactaga bullata
234626		Orientallactaga sibirica
9256		Ornithorhynchidae
9257		Ornithorhynchus
9258	ORNAN	Ornithorhynchus anatinus
35661		Orthogeomys
35662	ORTCA	Orthogeomys cavator
35663	ORTCH	Orthogeomys cherriei
1827141		Orthogeomys cuniculus
1436927		Orthogeomys dariensis
249182	ORTGR	Orthogeomys grandis
35664	ORTHE	Orthogeomys heterodus
35665	ORTHI	Orthogeomys hispidus
1464779		Orthogeomys lanius
1436926		Orthogeomys matagalpae
1436928		Orthogeomys thaeleri
35666	ORTUN	Orthogeomys underwoodi
9816		Orycteropodidae
9817		Orycteropus
9818	ORYAF	Orycteropus afer
1230840		Orycteropus afer afer
9984		Oryctolagus
9986	RABIT	Oryctolagus cuniculus
230741		Oryctolagus cuniculus algirus
568996		Oryctolagus cuniculus cuniculus
60556		Oryctolagus sp.
2665958		Oryctolagus sp. 'Rabbit_OD'
9957		Oryx
344753	ORYBE	Oryx beisa
59534	ORYDA	Oryx dammah
9958	ORYGA	Oryx gazella
59548		Oryx gazella callotis
39411	ORYLE	Oryx leucoryx
29122		Oryzomys
160399	ORYCE	Oryzomys couesi
548541		Oryzomys couesi aquaticus
548542		Oryzomys couesi azuerensis
548540		Oryzomys couesi couesi
548543		Oryzomys couesi goldmani
478564		Oryzomys mexicanus
37020	ORYPA	Oryzomys palustris
1230374		Oryzomys palustris argentatus
548544		Oryzomys palustris coloratus
715490		Oryzomys palustris palustris
715491		Oryzomys palustris planirostris
715492		Oryzomys palustris sanibeli
184063		Oryzomys sp.
1003884		Oryzomys sp. ABECB083-08
1002705		Oryzomys sp. AVB-2011
1003885		Oryzomys sp. BOLD:AAA1671
1106961		Oryzomys sp. BOLD:AAA2984
1003886		Oryzomys sp. BOLD:AAA2991
1003887		Oryzomys sp. BOLD:AAB2003
1003888		Oryzomys sp. BOLD:AAD6027
245184		Oryzomys sp. CRB 968
132254		Oryzomys sp. Itabuna
132255		Oryzomys sp. Joao Pessoa
478558		Oryzomys sp. RMT4689
478559		Oryzomys sp. RMT4695
352468		Oryzomys sp. TK113513
478565		Oryzomys texensis
94434		Oryzorictes
319817		Oryzorictes hova
94435	ORYTA	Oryzorictes talpoides
1548221		Oryzorictes tetradactylus
176110		Oryzorictinae
205651		Osbornictis
205652		Osbornictis piscivora
37439		Osgoodomys
37440	OSGBA	Osgoodomys banderanus
2182372		Osphranter
9323		Osphranter bernardus
1496120		Osphranter robustus erubescens
1496122		Osphranter robustus isabellinus
35580		Osphranter robustus robustus
1496121		Osphranter robustus woodwardi
161931		Otaria
161932	OTABY	Otaria byronia
9702		Otariidae
61407		Otocolobus
9623		Otocyon
9624	OTOME	Otocyon megalotis
30610		Otolemur
9463	OTOCR	Otolemur crassicaudatus
30611	OTOGA	Otolemur garnettii
477174		Otolemur garnettii garnettii
337212		Otolemur monteiri
337214		Otolemur monteiri argentatus
337213		Otolemur monteiri monteiri
258866		Otomops
436904		Otomops cf. formosus
2218597		Otomops harrisoni
423244		Otomops madagascariensis
258867	OTOMR	Otomops martiensseni
436903		Otomops wroughtoni
109680		Otomys
190446		Otomys anchietae
109681		Otomys angoniensis
1093791		Otomys barbouri
1093792		Otomys burtoni
635072		Otomys cf. saundersiae
1093793		Otomys dartmouthi
190448		Otomys denti
576343		Otomys denti denti
576346		Otomys denti kempi
576344		Otomys denti sungae
121570	OTOIR	Otomys irroratus
1093794		Otomys jacksoni
576345	OTOLA	Otomys lacustris
190449		Otomys laminatus
190450		Otomys maximus
190451		Otomys occidentalis
1093795		Otomys orestes
1093799		Otomys orestes zinki
635070		Otomys saundersiae
635071		Otomys saundersiae karoensis
1093802		Otomys simiensis
491862		Otomys sp. ABTC:65830
2781603		Otomys sp. Mount Kenya
1093803		Otomys sp. SMa-2011
190452		Otomys tropicalis
1093797		Otomys tropicalis elgonis
1093798		Otomys tropicalis faradjius
190453		Otomys typus
1093800		Otomys typus fortior
1093801		Otomys typus helleri
576342		Otomys typus typus
2776988		Otomys uzungwensis
153292		Otonycteris
153293	OTOHE	Otonycteris hemprichii
798163		Otonycteris leucophaea
1003294		Otonyctomys
1003295		Otonyctomys hatti
328967		Otopteropus
2491864		Otopteropus cartalagonodus
328968	OTOCA	Otopteropus cartilagonodus
1048899		Otospermophilus
34862	OTOBE	Otospermophilus beecheyi
1048917		Otospermophilus beecheyi beecheyi
1048918		Otospermophilus beecheyi douglasii
1048919		Otospermophilus beecheyi fisheri
1048920		Otospermophilus beecheyi nudipes
1048921		Otospermophilus beecheyi parvulus
1048922		Otospermophilus beecheyi rupinarum
1048923		Otospermophilus beecheyi sierrae
100393		Otospermophilus variegatus utah
143266		Ototylomys
2172930		Ototylomys chiapensis
143267		Ototylomys phyllotis
1523245		Ototylomys sp. TAGG-2014
59535		Ourebia
59536	OUROU	Ourebia ourebi
37175		Ovibos
37176	OVIMO	Ovibos moschatus
37177		Ovibos moschatus moschatus
167725		Ovibos moschatus wardi
9935		Ovis
30527	OVIAM	Ovis ammon
156212		Ovis ammon ammon
191608		Ovis ammon collium
72760	OVIAD	Ovis ammon darwini
439458		Ovis ammon hodgsoni
230171		Ovis ammon karelini
191609		Ovis ammon nigrimontana
230172		Ovis ammon polii
509045		Ovis ammon severtzovi
9940	SHEEP	Ovis aries
9938	OVIMU	Ovis aries musimon
30528		Ovis aries platyura
37174	OVICA	Ovis canadensis
112262		Ovis canadensis canadensis
1825106		Ovis canadensis cremnobates
197782		Ovis canadensis mexicana
112261	OVICN	Ovis canadensis nelsoni
1047176		Ovis canadensis sierrae
197787		Ovis canadensis weemsi
611332		Ovis canadensis x aries
9943	OVIDA	Ovis dalli
72761		Ovis dalli dalli
555705		Ovis dalli stonei
56194	OVINI	Ovis nivicola
1867111		Ovis nivicola alleni
1867110		Ovis nivicola koriakorum
1867112		Ovis nivicola lydekkeri
1983725		Ovis nivicola nivicola
1983726		Ovis nivicola tschuktschorum
469796		Ovis orientalis
509051		Ovis orientalis anatolica
509052		Ovis orientalis gmelini
509053		Ovis orientalis isphahanica
509054		Ovis orientalis laristanica
557290		Ovis orientalis ophion
703186		Ovis orientalis x vignei
9939		Ovis sp.
1110706		Ovis sp. LF-2011
59896	OVIVI	Ovis vignei
191607		Ovis vignei arkal
509055		Ovis vignei blanfordi
72278		Ovis vignei bochariensis
509057		Ovis vignei cycloceros
509058		Ovis vignei kermanensis
509059		Ovis vignei punjabiensis
509060		Ovis vignei vignei
29124		Oxymycterus
196085		Oxymycterus amazonicus
196088	OXYDA	Oxymycterus dasytrichus
29125	OXYDE	Oxymycterus delator
29126		Oxymycterus hiska
2028302		Oxymycterus hispidus
89100	OXYIH	Oxymycterus iheringi
511842		Oxymycterus inca
2596716		Oxymycterus itapeby
134912		Oxymycterus josei
196086		Oxymycterus judex
386447		Oxymycterus misionalis
134911		Oxymycterus nasutus
29127		Oxymycterus paramensis
2030025		Oxymycterus paramensis complex sp. Argentina
196087		Oxymycterus quaestor
56230	OXYRU	Oxymycterus rufus
1541203		Oxymycterus sp. ALL-2014
2802072		Oxymycterus sp. CZFURB0942
2801432		Oxymycterus sp. MCNU2324
2802073		Oxymycterus sp. MCNU2325
2801433		Oxymycterus sp. MCNU2829
2802074		Oxymycterus sp. MCNU3839
2801434		Oxymycterus sp. MCNU3840
2801418		Oxymycterus sp. MHNCI3596
2802075		Oxymycterus sp. MHNCI3597
2801419		Oxymycterus sp. MHNCI3598
2801420		Oxymycterus sp. MHNCI3599
2801421		Oxymycterus sp. MHNCI3600
2802076		Oxymycterus sp. MHNCI4857
2801426		Oxymycterus sp. MN LBCE2496
2801427		Oxymycterus sp. MN LBCE4646
2801422		Oxymycterus sp. MN65541 LBCE2494
2801423		Oxymycterus sp. MN65542 LBCE2495
2801424		Oxymycterus sp. MN65543 LBCE2497
2801425		Oxymycterus sp. MN65544 LBCE2498
2801428		Oxymycterus sp. MN67489 VA10
2801429		Oxymycterus sp. MN67493 VA85
2801430		Oxymycterus sp. MN67494 VA94
2801431		Oxymycterus sp. MN67496 VA109
2802077		Oxymycterus sp. MNVA104
2801412		Oxymycterus sp. MVZ183135
2801413		Oxymycterus sp. MVZ183136
2801414		Oxymycterus sp. MVZ191465
2801415		Oxymycterus sp. MVZ191466
2801416		Oxymycterus sp. TK121751
2801417		Oxymycterus sp. TK121752
2802078		Oxymycterus sp. TK130587
386448		Oxymycterus wayku
